iter	Logloss
671	0.1017841244
672	0.1016046524
673	0.1013691521
674	0.1012313271
675	0.1011520576
676	0.1010271835
677	0.1009382248
678	0.1008277893
679	0.1007179451
680	0.1004692268
681	0.1001651955
682	0.1000653076
683	0.09992705345
684	0.09981539726
685	0.09958055496
686	0.09938673019
687	0.0992154026
688	0.09908500671
689	0.09900085449
690	0.09873184204
691	0.09851834297
692	0.09842528343
693	0.09830011368
694	0.09812643051
695	0.09797120094
696	0.09774233818
697	0.09753982544
698	0.09750305176
699	0.09736320496
700	0.09724559784
701	0.0971440506
702	0.09697034836
703	0.09691072464
704	0.09680981636
705	0.09662022591
706	0.0965177536
707	0.09634051323
708	0.09621520996
709	0.09613056183
710	0.09599964142
711	0.09587381363
712	0.09579267502
713	0.09556576729
714	0.09544561386
715	0.09526549339
716	0.09506304741
717	0.09495522499
718	0.09485622406
719	0.09469625473
720	0.09453531265
721	0.09439807892
722	0.09432022095
723	0.09428795815
724	0.09419872284
725	0.09403946877
726	0.09388789177
727	0.09381504059
728	0.09375896454
729	0.09360095978
730	0.0934851265
731	0.09335850716
732	0.09320753098
733	0.09311388969
734	0.09294115067
735	0.09281166077
736	0.09279474258
737	0.09260351181
738	0.0925412178
739	0.09242284775
740	0.0922739315
741	0.09218925476
742	0.09201748848
743	0.09195665359
744	0.09186513901
745	0.09175494194
746	0.0915991497
747	0.09143609047
748	0.0912893486
749	0.0910679245
750	0.09102435112
751	0.09088949203
752	0.09077110291
753	0.09070009232
754	0.09063997269
755	0.09057902336
756	0.09047826767
757	0.09036716461
758	0.09027925491
759	0.09021473885
760	0.09008751869
761	0.08999319077
762	0.08982963562
763	0.08979730606
764	0.08961063385
765	0.08956875801
766	0.08949508667
767	0.08931988716
768	0.08927513123
769	0.0892443943
770	0.08914518356
771	0.08894598007
772	0.08886198044
773	0.08881383896
774	0.088773489
775	0.08866203308
776	0.08857219696
777	0.088492136
778	0.08831633568
779	0.08821097374
780	0.08811374664
781	0.08801891327
782	0.0879214859
783	0.08789926529
784	0.08784912109
785	0.08769125938
786	0.08763254166
787	0.08758451462
788	0.08750502586
789	0.08739657402
790	0.08726560593
791	0.08709367752
792	0.08699302673
793	0.08682663918
794	0.08666883469
795	0.08655229568
796	0.08642580032
797	0.08635787964
798	0.08617540359
799	0.08597639084
800	0.08588090897
801	0.08581485748
802	0.08558177948
803	0.08546625137
804	0.08540667534
805	0.08524769783
806	0.08518981934
807	0.0850169754
808	0.08487398148
809	0.08479187965
810	0.08461381912
811	0.08460151672
812	0.08449766159
813	0.084445858
814	0.08432331085
815	0.08419591904
816	0.08409891129
817	0.08391712189
818	0.08384579659
819	0.08374093056
820	0.08369429588
821	0.08361424446
822	0.08343774796
823	0.08339652061
824	0.08332977295
825	0.08322002411
826	0.08313438416
827	0.08308537483
828	0.08289901733
829	0.08281265259
830	0.08271778107
831	0.08257017136
832	0.08250990868
833	0.08240015984
834	0.08223518372
835	0.08216796875
836	0.0821333313
837	0.08210159302
838	0.08206716537
839	0.08192378998
840	0.08184569359
841	0.08166718483
842	0.08151788712
843	0.08133459091
844	0.0811697197
845	0.08105845451
846	0.08100714684
847	0.08085028648
848	0.08070476532
849	0.08064352989
850	0.08061776161
851	0.08056444168
852	0.08050845146
853	0.08041530609
854	0.08034399033
855	0.08028171539
856	0.08016153336
857	0.08012527466
858	0.08005565643
859	0.07990781784
860	0.07976311207
861	0.0796862793
862	0.07966252804
863	0.07957856178
864	0.07953059196
865	0.07935089111
866	0.07932071209
867	0.07919581413
868	0.07915168762
869	0.07906178474
870	0.07885540009
871	0.07869671822
872	0.07867341518
873	0.07859530449
874	0.07856115818
875	0.07841983795
876	0.07829989433
877	0.07825213909
878	0.07812600136
879	0.0780000782
880	0.07788331032
881	0.07769820213
882	0.07756353378
883	0.07746882439
884	0.07735695839
885	0.07723423004
886	0.07715578079
887	0.07701730728
888	0.07698357582
889	0.07691199303
890	0.07688030243
891	0.07685399532
892	0.07668850422
893	0.07665902138
894	0.07652283669
895	0.07647147179
896	0.07638502121
897	0.07636254311
898	0.07625072956
899	0.07621300697
900	0.07614167213
901	0.07610173225
902	0.07596568584
903	0.07586669922
904	0.07578953743
905	0.07570473671
906	0.07562656879
907	0.0755364275
908	0.07545659542
909	0.07539937973
910	0.07532163143
911	0.07527694225
912	0.07513342857
913	0.07511278629
914	0.07494926929
915	0.07485340118
916	0.07463553429
917	0.07460058689
918	0.07445577145
919	0.07437514305
920	0.07432102203
921	0.07425352097
922	0.0741743803
923	0.07401904583
924	0.07398555756
925	0.07392980099
926	0.07390335083
927	0.07378022194
928	0.07373511791
929	0.07370648861
930	0.07361454964
931	0.07353620529
932	0.07345711708
933	0.07336818695
934	0.07324554443
935	0.07317304134
936	0.07314023972
937	0.07306855679
938	0.07303652763
939	0.07291774273
940	0.07287251949
941	0.07271607876
942	0.07268643856
943	0.0725460434
944	0.07242420197
945	0.07237416267
946	0.07220816612
947	0.07216336727
948	0.07202094078
949	0.0718851757
950	0.07184799194
951	0.07174005032
952	0.07165800095
953	0.07154324532
954	0.07144517422
955	0.07132526875
956	0.07127896309
957	0.07122107029
958	0.07117856979
959	0.07114046097
960	0.07107038498
961	0.07099765778
962	0.07093493462
963	0.07088575363
964	0.07072872162
965	0.07064113617
966	0.07058222771
967	0.07052853584
968	0.07043193817
969	0.07037139893
970	0.07028530121
971	0.0702391243
972	0.07021522522
973	0.07020838737
974	0.0701357317
975	0.07003802299
976	0.07000683784
977	0.06993513584
978	0.06988473892
979	0.06975254059
980	0.069664855
981	0.06959108353
982	0.06954782486
983	0.06944573402
984	0.06936749458
985	0.06922643185
986	0.06909379959
987	0.06902199745
988	0.06892724037
989	0.06889122486
990	0.06878380775
991	0.06866540909
992	0.06862538338
993	0.06857637882
994	0.06845355988
995	0.06826832294
996	0.06815241337
997	0.06801948071
998	0.06797533035
999	0.06793533325
